"raceId","driverId","circuitId","grid","finishingPosition","points","laps","raceDuration","rank","fastestLapSpeed","altitude","averagePitstopDuration","averageLapDuration","fastestLapDuration"
900,807,1,7,"6",8,57,"5629428","2","206.235",10,22774,98761.8947368421,92568
900,8,1,11,"7",6,57,"5636385","8","204.814",10,23684,98883.9473684211,93210
900,818,1,6,"8",4,57,"5639151","10","203.763",10,23051,98932.4736842105,93691
900,826,1,8,"9",2,57,"5642295","11","203.387",10,27217,98987.6315789474,93864
900,815,1,16,"10",1,57,"5664626","4","206.088",10,23521.3333333333,99379.4035087719,92634
901,1,2,1,"1",25,56,"6025974","1","193.611",18,24794.6666666667,107606.678571429,103066
901,3,2,3,"2",18,56,"6043287","2","191.946",18,24888,107915.839285714,103960
901,20,2,2,"3",15,56,"6050508","4","191.341",18,24782,108044.785714286,104289
901,4,2,4,"4",12,56,"6061966","3","191.569",18,24443,108249.392857143,104165
901,807,2,7,"5",10,56,"6073173","10","188.284",18,25111.5,108449.517857143,105982
901,18,2,10,"6",8,56,"6109665","11","188.183",18,24797.6666666667,109101.160714286,106039
901,13,2,13,"7",6,56,"6111050","6","190.232",18,24580,109125.892857143,104897
901,822,2,18,"8",4,56,"6111511","9","189.189",18,24827.3333333333,109134.125,105475
902,1,3,2,"1",25,57,"5982743","2","200.634",7,24916.5,104960.403508772,97108
902,3,3,1,"2",18,57,"5983828","1","200.816",7,24879,104979.438596491,97020
902,815,3,4,"3",15,57,"6006810","7","196.165",7,24717,105382.631578947,99320
902,817,3,13,"4",12,57,"6007232","4","196.266",7,24761,105390.035087719,99269
902,807,3,11,"5",10,57,"6011397","3","197.228",7,24598.5,105463.105263158,98785
902,20,3,10,"6",8,57,"6012622","6","196.181",7,25575,105484.596491228,99312
902,13,3,7,"7",6,57,"6014008","5","196.260",7,24999.6666666667,105508.912280702,99272
902,822,3,3,"8",4,57,"6014619","13","195.296",7,25362.6666666667,105519.631578947,99762
902,4,3,9,"9",2,57,"6015338","12","195.355",7,24946.3333333333,105532.245614035,99732
902,8,3,5,"10",1,57,"6016205","8","195.933",7,24959,105547.456140351,99438
902,826,3,12,"11",0,57,"6024085","15","194.520",7,25583,105685.701754386,100160
902,154,3,16,"12",0,57,"6025886","9","195.923",7,25305.6666666667,105717.298245614,99443
902,820,3,21,"13",0,57,"6042652","21","191.340",7,26357.3333333333,106011.438596491,101825
902,813,3,17,"14",0,57,"6045546","11","195.484",7,29739.5,106062.210526316,99666
902,155,3,18,"15",0,57,"6070643","18","192.434",7,26876,106502.50877193,101246
903,1,17,1,"1",25,54,"5608338","2","193.916",5,23483.5,103800.178571429,101196
903,3,17,4,"2",18,54,"5626400","1","195.450",5,23183,104133.857142857,100402
903,4,17,5,"3",15,54,"5631942","4","192.235",5,22861.5,104260.267857143,102081
903,817,17,2,"4",12,54,"5635474","3","193.387",5,22842,104281.928571429,101473
903,20,17,3,"5",10,54,"5656116","5","192.070",5,22408,104711.107142857,102169
903,807,17,8,"6",8,54,"5662633","10","191.218",5,23101,104828.410714286,102624
903,822,17,7,"7",6,54,"5664035","11","191.151",5,24209.5,104838.482142857,102660
903,8,17,11,"8",4,54,"5684673","8","191.824",5,23142.5,105300,102300
903,815,17,16,"9",2,54,"5690985","6","191.959",5,23275,105344.625,102228
904,1,4,1,"1",25,66,"6065155","3","187.275",109,23270.5,91896.2878787879,89483
904,3,4,2,"2",18,66,"6065791","2","187.794",109,22281.5,91905.9242424242,89236
904,817,4,3,"3",15,66,"6114169","5","186.175",109,21899.5,92638.9242424242,90012
904,20,4,15,"4",12,66,"6141857","1","188.465",109,21727,93058.4393939394,88918
904,822,4,4,"5",10,66,"6144448","8","185.326",109,22762.5,93097.696969697,90424
904,4,4,7,"6",8,66,"6152898","4","186.411",109,21882.6666666667,93225.7272727273,89898
905,3,6,1,"1",25,78,"6567661","4","151.388",7,24672,84200.782051282,79425
905,1,6,2,"2",18,78,"6576871","3","151.510",7,27509,84318.858974359,79361
905,817,6,3,"3",15,78,"6577275","2","151.718",7,26584,84324.0384615385,79252
905,4,6,5,"4",12,78,"6600113","5","150.814",7,26499,84616.8333333333,79727
906,817,7,6,"1",25,70,"5952830","4","199.638",13,23440,85040.4285714286,78640
906,3,7,1,"2",18,70,"5957066","7","199.028",13,24492,85100.9428571429,78881
906,20,7,3,"3",15,70,"5958077","10","198.299",13,23622,85115.3857142857,79171
906,18,7,9,"4",12,70,"5964585","5","199.337",13,24271.5,85208.3571428571,78759
906,807,7,11,"5",10,70,"5965673","8","198.890",13,23902,85223.9,78936
906,4,7,7,"6",8,70,"5967699","3","199.704",13,23861,85252.8428571429,78614
906,822,7,4,"7",6,70,"5976408","11","197.924",13,23969.5,85377.2571428571,79321
906,818,7,8,"8",4,70,"5980856","12","197.730",13,24204,85440.8,79399
906,825,7,12,"9",2,70,"5982084","6","199.185",13,23693,85458.3428571429,78819
906,8,7,10,"10",1,70,"6006508","2","199.921",13,24073,85807.2571428571,78529
907,3,70,3,"1",25,71,"5274976","6","214.518",678,21569,74295.4366197183,72598
907,1,70,9,"2",18,71,"5276908","2","215.650",678,22390.5,74322.6478873239,72217
907,822,70,2,"3",15,71,"5283148","3","214.568",678,21670.5,74410.5352112676,72581
907,13,70,1,"4",12,71,"5292334","4","214.553",678,21996,74539.9154929577,72586
907,4,70,4,"5",10,71,"5293529","5","214.527",678,21255,74556.7464788732,72595
907,815,70,15,"6",8,71,"5303522","1","215.874",678,22865,74697.4929577465,72142
907,825,70,6,"7",6,71,"5307007","7","214.081",678,21776,74746.5774647887,72746
907,817,70,5,"8",4,71,"5318498","10","213.161",678,21432.5,74908.4225352113,73060
907,807,70,10,"9",2,71,"5319113","11","212.882",678,22083,74917.0845070423,73156
907,8,70,8,"10",1,71,"5322753","9","213.676",678,21766,74968.3521126761,72884
907,18,70,11,"11",0,71,"5325942","8","213.752",678,21373.5,75013.2676056338,72858
908,1,9,6,"1",25,52,"8812094","1","218.239",153,29485,169463.346153846,97176
908,822,9,14,"2",18,52,"8842229","4","215.822",153,29104,170042.865384615,98264
908,817,9,8,"3",15,52,"8858589","7","215.395",153,28483,170357.480769231,98459
908,18,9,3,"4",12,52,"8859484","5","215.778",153,28645,170374.692307692,98284
908,20,9,2,"5",10,52,"8865958","2","217.556",153,28672.5,170499.192307692,97481
908,4,9,16,"6",8,52,"8872040","8","215.115",153,34410,170616.153846154,98587
908,825,9,5,"7",6,52,"8874657","10","214.919",153,28745,170666.480769231,98677
908,807,9,4,"8",4,52,"8900786","9","215.032",153,29579,171168.961538462,98625
908,826,9,9,"9",2,52,"8901434","6","215.509",153,28637.5,171181.423076923,98407
909,3,10,1,"1",25,67,"5622914","6","202.543",103,20156,83924.0895522388,81298
909,822,10,2,"2",18,67,"5643703","9","202.056",103,20160.5,84234.3731343284,81494
909,1,10,20,"3",15,67,"5645444","1","206.066",103,19832,84260.3582089552,79908
909,20,10,6,"4",12,67,"5666928","10","201.930",103,19182.3333333333,84581.0149253731,81545
909,4,10,7,"5",10,67,"5675381","3","204.429",103,19171.3333333333,84707.1791044776,80548
909,817,10,5,"6",8,67,"5675463","5","203.676",103,19092,84708.4029850746,80846
909,807,10,9,"7",6,67,"5687092","13","200.570",103,19539,84881.9701492537,82098
909,18,10,11,"8",4,67,"5707625","8","202.424",103,20247,85188.4328358209,81346
910,817,11,4,"1",25,70,"6785058","2","182.103",264,22739.6666666667,96929.4,86608
910,4,11,5,"2",18,70,"6790283","5","180.413",264,21943.5,97004.0428571429,87419
910,1,11,22,"3",15,70,"6790915","4","180.494",264,23582,97013.0714285714,87380
910,3,11,1,"4",12,70,"6791419","1","183.981",264,22897.3333333333,97020.2714285714,85724
910,13,11,6,"5",10,70,"6814899","7","178.757",264,22413.3333333333,97355.7,88229
910,8,11,16,"6",8,70,"6816549","6","179.257",264,22684,97379.2714285714,87983
910,20,11,2,"7",6,70,"6826022","9","177.716",264,21889,97514.6,88746
910,822,11,3,"8",4,70,"6826402","3","181.595",264,23534.6666666667,97520.0285714286,86850
910,818,11,8,"9",2,70,"6843585","11","176.970",264,23466,97765.5,89120
910,18,11,7,"10",1,70,"6852338","13","176.898",264,23918.3333333333,97890.5428571429,89156
910,16,11,11,"11",0,70,"6853227","8","177.800",264,27228,97903.2428571429,88704
910,825,11,21,"12",0,70,"6863523","10","177.442",264,22679,98050.3285714286,88883
910,813,11,20,"13",0,70,"6869082","12","176.954",264,25600.6666666667,98129.7428571429,89128
911,817,13,5,"1",25,44,"5076556","6","223.187",401,22794,115376.272727273,112974
911,3,13,1,"2",18,44,"5079939","1","228.161",401,25441.6666666667,115453.159090909,110511
911,822,13,6,"3",15,44,"5104588","4","223.698",401,22972.5,116013.363636364,112716
911,8,13,8,"4",12,44,"5113371","13","221.004",401,22838.5,116212.977272727,114090
911,20,13,3,"5",10,44,"5128752","5","223.229",401,22907,116562.545454545,112953
911,18,13,10,"6",8,44,"5131136","8","222.186",401,22694,116616.727272727,113483
911,4,13,4,"7",6,44,"5137718","11","221.413",401,25947,116766.318181818,113879
911,815,13,13,"8",4,44,"5140849","16","220.151",401,23540.5,116837.477272727,114532
911,826,13,11,"9",2,44,"5141903","14","220.870",401,24259,116861.431818182,114159
911,807,13,18,"10",1,44,"5142253","9","221.934",401,23832,116869.386363636,113612
911,818,13,12,"11",0,44,"5148476","7","222.592",401,23386.5,117010.818181818,113276
911,825,13,7,"12",0,44,"5150818","15","220.785",401,22764.5,116609.5,114203
911,13,13,9,"13",0,44,"5152531","3","224.104",401,23750.6666666667,117102.977272727,112512
911,16,13,14,"14",0,44,"5159003","2","224.301",401,23755.3333333333,117250.068181818,112413
911,821,13,20,"15",0,44,"5167381","12","221.178",401,23078.5,117440.477272727,114000
912,1,14,1,"1",25,53,"4750236","1","236.975",162,24453,89627.0943396226,88004
912,3,14,2,"2",18,53,"4753411","2","236.432",162,24583,89687,88206
912,13,14,4,"3",15,53,"4775262","3","236.068",162,24323,90099.2830188679,88342
912,822,14,3,"4",12,53,"4791022","5","235.490",162,24991,90396.641509434,88559
912,817,14,9,"5",10,53,"4800545","6","235.413",162,24388,90576.320754717,88588
912,20,14,8,"6",8,53,"4810201","10","233.952",162,25176,90758.5094339623,89141
912,815,14,10,"7",6,53,"4812754","8","234.042",162,24938,90806.679245283,89107
912,18,14,6,"8",4,53,"4813299","11","233.680",162,24669,90816.9622641509,89245
912,8,14,11,"9",2,53,"4813771","7","234.476",162,24547,90825.8679245283,88942
912,825,14,5,"10",1,53,"4816407","12","233.580",162,24214,90781.2641509434,89283
912,826,14,21,"11",0,53,"4821420","4","235.684",162,24651,90970.1886792453,88486
912,807,14,13,"12",0,53,"4822842","13","233.363",162,25547,90997.0188679245,89366
912,818,14,12,"13",0,53,"4823329","9","234.005",162,25046,91006.2075471698,89121
913,1,15,1,"1",25,60,"7204795","1","165.137",18,29915.3333333333,120079.916666667,110417
913,20,15,4,"2",18,60,"7218329","8","162.052",18,29440,120305.483333333,112519
913,817,15,3,"3",15,60,"7219068","9","161.980",18,29437,120317.8,112569
913,4,15,5,"4",12,60,"7220184","6","162.636",18,28904.3333333333,120336.4,112115
913,13,15,6,"5",10,60,"7246956","13","160.959",18,29292,120782.6,113283
913,818,15,12,"6",8,60,"7261596","4","162.895",18,31742,120943.266666667,111937
913,815,15,15,"7",6,60,"7263833","5","162.793",18,31027.25,121063.883333333,112007
913,8,15,7,"8",4,60,"7265436","11","161.545",18,29686.6666666667,121090.6,112872
913,807,15,13,"9",2,60,"7266456","10","161.703",18,29921.3333333333,121107.6,112762
913,825,15,9,"10",1,60,"7267025","2","163.330",18,28743.6666666667,121117.083333333,111639
913,822,15,8,"11",0,60,"7269860","7","162.058",18,29610,121164.333333333,112515
913,813,15,18,"12",0,60,"7271710","12","161.059",18,29503.5,121195.166666667,113213
913,154,15,16,"13",0,60,"7272824","15","160.591",18,29374.3333333333,121213.733333333,113543
913,826,15,10,"14",0,60,"7276803","3","163.151",18,30456.3333333333,121280.05,111761
913,828,15,22,"15",0,60,"7298983","19","157.985",18,30254,121649.716666667,115416
913,824,15,19,"16",0,60,"7299338","14","160.598",18,30016.6666666667,121655.633333333,113538
914,1,22,2,"1",25,44,"6703021","1","187.322",45,394954.333333333,152341.386363636,111600
914,3,22,1,"2",18,44,"6712201","6","185.739",45,395024.666666667,152550.022727273,112551
914,20,22,9,"3",15,44,"6732143","3","186.795",45,394061.666666667,153003.25,111915
914,817,22,6,"4",12,44,"6741839","4","186.269",45,395103.666666667,153223.613636364,112231
914,18,22,8,"5",10,44,"6770571","2","187.119",45,303472.5,153876.613636364,111721
914,822,22,3,"6",8,44,"6816794","13","183.213",45,395503.666666667,154927.136363636,114103
914,13,22,4,"7",6,44,"6818147","8","184.267",45,395299.333333333,154957.886363636,113450
914,807,22,13,"8",4,44,"6818969","7","185.306",45,302480.75,154976.568181818,112814
914,818,22,20,"9",2,44,"6830659","11","184.086",45,395453.666666667,155242.25,113562
915,1,71,1,"1",25,53,"5510744","3","207.200",2,30503,103976.301886792,101606
915,3,71,2,"2",18,53,"5524401","2","207.703",2,33820,104233.981132075,101360
915,822,71,3,"3",15,53,"5528169","1","208.658",2,30363,104305.075471698,100896
915,18,71,4,"4",12,53,"5540978","4","206.472",2,29994,104546.754716981,101964
915,825,71,11,"5",10,53,"5564360","14","204.245",2,29736,104987.924528302,103076
915,4,71,7,"6",8,53,"5570760","6","206.038",2,35112,105108.679245283,102179
915,817,71,6,"7",6,53,"5572556","13","204.296",2,30006,105142.566037736,103050
915,20,71,10,"8",4,53,"5576929","8","205.133",2,30355,105225.075471698,102630
915,8,71,8,"9",2,53,"5589621","11","204.556",2,30097,105464.547169811,102919
915,815,71,12,"10",1,53,"5590811","12","204.547",2,29876,105487,102924
915,13,71,18,"11",0,53,"5591621","10","204.636",2,30095,105502.283018868,102879
915,807,71,17,"12",0,53,"5592053","9","205.023",2,30096,105510.433962264,102685
915,818,71,9,"13",0,53,"5608039","7","205.293",2,30272,105812.056603774,102550
916,1,69,2,"1",25,56,"6004785","4","194.712",161,24306,107228.303571429,101929
916,3,69,1,"2",18,56,"6009099","5","194.706",161,24473,107305.339285714,101932
916,817,69,5,"3",15,56,"6030345","7","193.004",161,24198,107684.732142857,102831
916,13,69,4,"4",12,56,"6031709","9","192.741",161,24972,107709.089285714,102971
916,822,69,3,"5",10,56,"6035777","6","193.617",161,24217,107781.732142857,102505
916,4,69,6,"6",8,56,"6100016","2","195.585",161,24367,108928.857142857,101474
916,20,69,18,"7",6,56,"6100519","1","195.768",161,23970.5,108937.839285714,101379
916,825,69,7,"8",4,56,"6105467","14","190.309",161,25689,109026.196428571,104287
916,818,69,14,"10",1,56,"6113648","12","190.504",161,27355.5,109083,104180
916,813,69,10,"9",2,56,"6112655","11","191.187",161,27101,109065.267857143,103808
917,3,18,1,"1",25,71,"5402555","2","210.711",785,23438.6666666667,76092.323943662,73619
917,1,18,2,"2",18,71,"5404012","1","210.895",785,23483,76112.8450704225,73555
917,13,18,3,"3",15,71,"5443586","7","209.341",785,26740.6666666667,76670.2253521127,74101
917,18,18,5,"4",12,71,"5451213","4","209.629",785,23007,76777.6478873239,73999
917,20,18,6,"5",10,71,"5453975","5","209.576",785,23249.6666666667,76816.5492957746,74018
917,4,18,8,"6",8,71,"5464461","10","208.744",785,23163,76964.2394366197,74313
917,8,18,10,"7",6,71,"5466285","17","206.934",785,25680.5,76989.9295774648,74963
917,807,18,12,"8",4,71,"5466489","3","210.400",785,23429.3333333333,76992.8028169014,73728
917,825,18,7,"9",2,71,"5472640","11","208.097",785,23794,77079.4366197183,74544
918,1,24,2,"1",50,55,"5942619","4","189.342",3,21886,108047.618181818,105599
918,13,24,4,"2",36,55,"5945195","2","190.738",3,22047,108094.454545455,104826
918,822,24,3,"3",30,55,"5971499","6","189.113",3,21838,108572.709090909,105727
918,817,24,20,"4",24,55,"5979856","1","191.341",3,21664.5,108724.654545455,104496
918,18,24,6,"5",20,55,"6002953","9","187.320",3,22334.5,109144.6,106739
918,807,24,12,"6",16,55,"6004767","7","189.024",3,24543.5,109177.581818182,105777
918,815,24,11,"7",12,55,"6013679","8","188.968",3,22178,109339.618181818,105808
918,20,24,19,"8",8,55,"6014664","3","189.427",3,22352.5,109357.527272727,105552
918,4,24,8,"9",4,55,"6028432","12","186.126",3,21843.5,109607.854545455,107424
918,8,24,7,"10",2,55,"6030439","16","185.586",3,21876,109644.345454545,107736
918,825,24,9,"11",0,55,"6032995","10","187.171",3,21855,109690.818181818,106824
918,818,24,10,"12",0,55,"6034566","5","189.186",3,22676,109719.381818182,105686
926,1,1,1,"1",25,58,"5514067","1","209.915",10,22295,95070.1206896552,90945
926,3,1,2,"2",18,58,"5515427","2","209.577",10,22105,95093.5689655172,91092
926,20,1,4,"3",15,58,"5548590","4","208.740",10,22694,95665.3448275862,91457
926,13,1,3,"4",12,58,"5552263","6","208.144",10,22062,95728.6724137931,91719
926,831,1,10,"5",10,58,"5609216","9","206.137",10,22933,96710.6206896552,92612
927,20,2,2,"1",25,56,"6065793","3","193.501",18,24544,108317.732142857,103648
927,1,2,1,"2",18,56,"6074362","2","193.501",18,24956,108470.75,103125
927,3,2,3,"3",15,56,"6078103","1","195.516",18,27533,108537.553571429,102062
927,8,2,11,"4",12,56,"6119615","7","191.644",18,25560.6666666667,109278.839285714,104124
927,822,2,8,"5",10,56,"6136202","6","191.710",18,26529.3333333333,109575.035714286,104088
927,13,2,7,"6",8,56,"6139379","5","191.891",18,25863.3333333333,109631.767857143,103990
927,830,2,6,"7",6,56,"6163555","9","190.810",18,26646.3333333333,110063.482142857,104579
928,1,17,1,"1",25,56,"5982008","1","191.996",5,22440,106821.571428571,102208
928,3,17,2,"2",18,56,"5982722","2","191.328",5,22656,106834.321428571,102565
928,20,17,3,"3",15,56,"5984996","5","190.487",5,22466,106874.928571429,103018
928,8,17,6,"4",12,56,"5985843","6","190.472",5,22635.5,106890.053571429,103026
928,13,17,4,"5",10,56,"5990552","4","191.013",5,23231,106974.142857143,102734
928,822,17,5,"6",8,56,"5991893","7","190.426",5,23333,106998.089285714,103051
928,154,17,8,"7",6,56,"6001016","8","190.272",5,23513,107161,103134
928,831,17,9,"8",4,56,"6004633","12","189.248",5,23570.5,107225.589285714,103692
928,817,17,7,"9",2,56,"6014125","9","190.068",5,22766,107395.089285714,103245
929,1,3,1,"1",25,57,"5705809","5","199.098",7,25159.5,100101.912280702,97857
929,8,3,4,"2",18,57,"5709189","1","202.294",7,24660,100161.210526316,96311
929,3,3,3,"3",15,57,"5711842","3","200.184",7,25364.5,100207.754385965,97326
929,822,3,5,"4",12,57,"5748766","6","198.615",7,24958,100855.543859649,98095
929,20,3,2,"5",10,57,"5749798","2","201.639",7,27626.3333333333,100873.649122807,96624
929,817,3,7,"6",8,57,"5767560","12","196.903",7,25333,101185.263157895,98948
929,154,3,10,"7",6,57,"5790572","15","196.480",7,24997,101588.98245614,99161
930,3,4,1,"1",25,66,"6072555","2","188.061",109,22161,92008.4090909091,89109
930,1,4,2,"2",18,66,"6090106","1","189.849",109,23092.6666666667,92274.3333333333,88270
930,20,4,3,"3",15,66,"6117897","6","184.687",109,21799,92695.4090909091,90737
930,822,4,4,"4",12,66,"6131772","5","184.740",109,21941,92905.6363636364,90711
930,8,4,7,"5",10,66,"6132557","3","186.342",109,22206,92917.5303030303,89931
930,13,4,9,"6",8,66,"6153869","4","185.429",109,22341.6666666667,93240.4393939394,90374
931,3,6,2,"1",25,78,"6558420","2","152.841",7,24789,84082.3076923077,78599
931,20,6,3,"2",18,78,"6562906","4","152.347",7,24851,84139.8205128205,78854
931,1,6,1,"3",15,78,"6564473","3","152.692",7,24838,84159.9102564103,78676
931,826,6,5,"4",12,78,"6570385","7","151.815",7,25119,84235.7051282051,79130
931,817,6,4,"5",10,78,"6572028","1","153.891",7,24372.5,84256.7692307692,78063
931,8,6,6,"6",8,78,"6572765","10","150.822",7,24177,84266.217948718,79651
931,815,6,7,"7",6,78,"6573433","11","150.811",7,24926,84274.782051282,79657
931,18,6,10,"8",4,78,"6574483","9","151.128",7,24861.5,84288.2435897436,79490
931,831,6,14,"9",2,78,"6582046","15","150.133",7,26076,84385.2051282051,80017
931,832,6,0,"10",1,78,"6583476","13","150.511",7,25306,84403.5384615385,79816
931,807,6,11,"11",0,78,"6584652","14","150.313",7,29765.5,84418.6153846154,79921
931,154,6,15,"12",0,78,"6586835","17","149.263",7,25077,84446.6025641026,80483
931,828,6,17,"13",0,78,"6589579","8","151.519",7,25416.6666666667,84481.782051282,79285
931,822,6,16,"14",0,78,"6604209","6","152.173",7,24526.5,84669.3461538462,78944
932,1,7,1,"1",25,70,"5513145","3","202.648",13,23708,78759.2142857143,77472
932,3,7,2,"2",18,70,"5515430","5","202.218",13,23321,78791.8571428571,77637
932,822,7,4,"3",15,70,"5553811","6","201.478",13,25541,79340.1571428571,77922
932,8,7,3,"4",12,70,"5558770","1","203.925",13,24104,79411,76987
932,20,7,18,"5",10,70,"5563048","2","203.613",13,25593,79472.1142857143,77105
932,13,7,15,"6",8,70,"5569526","4","202.437",13,23912,79564.6571428571,77553
932,813,7,6,"7",6,70,"5579809","10","200.288",13,23660,79711.5571428571,78385
933,3,70,2,"1",25,71,"5416930","1","218.622",678,21768,76294.7887323944,71235
933,1,70,1,"2",18,71,"5425730","2","217.888",678,21869,76348.3098591549,71475
933,13,70,4,"3",15,71,"5434503","4","217.468",678,22447,76542.2957746479,71613
933,20,70,3,"4",12,71,"5435111","3","217.815",678,31882,76550.8591549296,71499
933,822,70,6,"5",10,71,"5470534","7","215.557",678,22777,77049.7746478873,72248
933,807,70,5,"6",8,71,"5481005","12","214.686",678,21685,77197.2535211268,72541
934,1,9,1,"1",25,52,"5487729","1","218.425",153,28698,105533.25,97093
934,3,9,2,"2",18,52,"5498685","2","217.730",153,29393,105743.942307692,97403
934,20,9,6,"3",15,52,"5513172","6","217.053",153,29311,106022.538461538,97707
934,13,9,3,"4",12,52,"5524568","3","217.589",153,30658.5,106241.692307692,97466
934,822,9,4,"5",10,52,"5550923","5","217.484",153,30359,106748.519230769,97513
934,826,9,7,"6",8,52,"5551684","7","216.603",153,31163,106763.153846154,97910
934,807,9,9,"7",6,52,"5566473","9","215.752",153,31224.5,107047.557692308,98296
936,20,11,3,"1",25,69,"6369985","5","181.759",264,19422,92318.6231884058,86772
936,826,11,7,"2",18,69,"6385733","4","182.290",264,19922.2,92401.9275362319,86519
936,817,11,4,"3",15,69,"6395069","1","185.939",264,22379.4,92682.1594202899,84821
936,830,11,9,"4",12,69,"6414236","11","179.938",264,20382,92959.9420289855,87650
936,4,11,15,"5",10,69,"6419064","10","180.637",264,20140.8,93029.9130434783,87311
936,1,11,1,"6",8,69,"6422010","3","183.974",264,21281.1666666667,93072.6086956522,85727
936,154,11,10,"7",6,69,"6428563","14","179.059",264,21932.4,93167.5797101449,88080
936,3,11,2,"8",4,69,"6428861","2","185.223",264,20554.2,93171.8985507246,85149
936,18,11,16,"9",2,69,"6437013","17","178.139",264,19277.75,93290.0434782609,88535
936,828,11,17,"10",1,69,"6439115","12","179.214",264,20800,93320.5072463768,88004
936,831,11,18,"11",0,69,"6443443","15","178.678",264,20842.8,93383.231884058,88268
936,13,11,8,"12",0,69,"6444263","6","181.566",264,20998.8,93395.115942029,86864
936,822,11,6,"13",0,69,"6450213","8","181.161",264,21771.2,93481.347826087,87058
936,813,11,14,"14",0,69,"6455127","9","181.012",264,19607,93407.6376811594,87130
937,1,13,1,"1",25,43,"5020387","2","224.120",401,22679,116753.186046512,112504
937,3,13,2,"2",18,43,"5022445","1","224.295",401,22881,116801.046511628,112416
937,154,13,9,"3",15,43,"5058375","12","219.677",401,23605,117636.627906977,114779
937,826,13,12,"4",12,43,"5066079","3","223.073",401,22679.5,117815.790697674,113032
937,815,13,4,"5",10,43,"5074384","13","219.645",401,23240,118008.930232558,114796
937,13,13,6,"6",8,43,"5075670","8","220.998",401,23468.5,118038.837209302,114093
937,8,13,16,"7",6,43,"5076090","9","220.180",401,22860.5,118048.604651163,114517
937,830,13,18,"8",4,43,"5076463","4","222.592",401,23515.6666666667,118057.279069767,113276
937,828,13,13,"10",1,43,"5111621","7","221.136",401,23933.5,118874.906976744,114022
937,831,13,14,"11",0,43,"5122698","6","221.196",401,23363.5,119132.511627907,113991
938,1,14,1,"1",25,53,"4680688","1","240.617",162,24368,88314.8679245283,86672
938,20,14,3,"2",18,53,"4705730","3","238.678",162,24340,88787.358490566,87376
938,13,14,5,"3",15,53,"4728323","8","237.326",162,25207,89213.641509434,87874
938,822,14,6,"4",12,53,"4728684","6","238.272",162,25536,89220.4528301887,87525
938,8,14,2,"5",10,53,"4749548","7","238.111",162,24442,89614.1132075472,87584
938,815,14,7,"6",8,53,"4753471","10","236.609",162,24281,89688.1320754717,88140
939,20,15,1,"1",25,61,"7282118","2","165.659",18,29222.5,119378.983606557,110069
939,817,15,2,"2",18,61,"7283596","1","165.701",18,30363,119403.213114754,110041
939,8,15,3,"3",15,61,"7299272","5","165.251",18,30360,119660.196721311,110341
939,3,15,6,"4",12,61,"7306838","7","164.368",18,30224.5,119784.229508197,110934
939,822,15,7,"5",10,61,"7316322","10","163.765",18,29249.5,119939.704918033,111342
939,826,15,4,"6",8,61,"7317626","8","164.109",18,31041.5,119961.081967213,111109
939,815,15,13,"7",6,61,"7332954","12","162.847",18,29704,120212.360655738,111970
939,830,15,8,"8",4,61,"7333568","4","165.315",18,31025.5,120222.426229508,110298
939,832,15,14,"9",2,61,"7334978","6","165.161",18,31532.3333333333,120245.540983607,110401
939,831,15,16,"10",1,61,"7372163","15","161.984",18,29798,120855.131147541,112566
939,828,15,17,"11",0,61,"7379625","11","163.395",18,29614.6666666667,120977.459016393,111594
939,813,15,18,"12",0,61,"7379836","3","165.500",18,29660.3333333333,120980.918032787,110175
940,1,22,2,"1",25,53,"5286508","1","217.434",45,22957.5,99745.4339622642,96145
940,3,22,1,"2",18,53,"5305472","2","215.191",45,23159.5,100103.245283019,97147
940,20,22,4,"3",15,53,"5307358","3","213.523",45,23102,100138.830188679,97906
940,8,22,6,"4",12,53,"5320276","4","213.242",45,23149,100382.566037736,98035
940,822,22,3,"5",10,53,"5323254","8","212.795",45,23565,100438.754716981,98241
940,807,22,13,"6",8,53,"5342067","9","212.600",45,27667,100793.716981132,98331
940,154,22,8,"7",6,53,"5358806","6","212.955",45,24173.5,101109.547169811,98167
940,813,22,11,"8",4,53,"5360083","5","213.022",45,24045.5,101133.641509434,98136
940,830,22,17,"9",2,53,"5381823","7","212.803",45,25885,101543.830188679,98237
941,1,71,2,"1",25,53,"5831024","3","209.328",2,30216,110019.320754717,100573
941,20,71,4,"2",18,53,"5836977","1","210.378",2,29367,110131.641509434,100071
941,815,71,7,"3",15,53,"5859942","9","206.862",2,30545,110564.943396226,101772
941,13,71,15,"4",12,53,"5869855","4","208.689",2,30741,110751.981132075,100881
941,8,71,5,"8",4,53,"5903382","2","209.910",2,29386,110818.528301887,100294
941,831,71,12,"6",8,53,"5887532","6","207.678",2,30362,111085.509433962,101372
941,813,71,14,"7",6,53,"5892112","7","207.402",2,29952,111171.924528302,101507
941,18,71,13,"9",2,53,"5910491","13","204.261",2,29719,111518.698113208,103068
941,830,71,9,"10",1,53,"5919448","15","203.871",2,33787.5,111687.698113208,103265
941,4,71,19,"11",0,53,"5922234","12","205.115",2,29539,111645.924528302,102639
942,1,69,2,"1",25,56,"6652703","2","197.014",161,24221,118798.267857143,100738
942,3,69,1,"2",18,56,"6655553","1","197.154",161,24941,118849.160714286,100666
942,20,69,13,"3",15,56,"6656084","3","195.863",161,24917.6666666667,118858.642857143,101330
942,830,69,8,"4",12,56,"6675062","9","192.366",161,25215.5,119197.535714286,103172
